first_name,last_name,address,mobile,drivers_license,dob,age,home_owner,monthly_income,income_verified,employer,total_session_duration,avg_pages_per_session,bounce_rate_flag,scroll_depth_pct,repeat_visitor_count,device_switching,traffic_paid_pct,traffic_organic_pct,time_outside_hours_pct,time_step1,time_step2,time_step3,inter_step_latency,drop_off_step,form_edits,funnel_revisits,funnel_friction_score,email_open_rate,email_click_through_rate,time_to_first_email_open,sms_bounce_rate,sms_reply_rate,click_to_call_ratio,reply_sentiment_score,opt_out_flag,days_since_last_application,days_since_last_session,days_since_last_email_open,days_since_last_sms_reply,event_recency_bucket,frequency_last_30_days,inverse_recency_weight,recency_frequency_interaction,referral_code_used,geo_behavior_distance,support_chat_activity,credit_check_days_ago,risk_proxy_flag,converted
Misty,Moore,"6792 Gilmore Glens Suite 018, Valentineside, AZ 20773",471.233.6426,kl972341,1992-01-30,33,1,3103.44,0,Gonzalez Ltd,178.12,8.79,0,0.14,1,6,0.99,0.01,0.7,82.1,166.13,297.72,103.62,3,4,1,0.1,0.71,0.17,2.25,0.08,0.23,0.82,-0.33,0,118,13,51,50,>90 days,3,0.008403361344537815,0.025210084033613446,0,41.46,0,3,0,1
Kathryn,Montgomery,"5370 Thompson Port, Jimenezstad, CO 38509",881-489-9492x3881,Ui614909,1992-11-06,32,1,2218.0,1,Calderon-Hall,25.97,2.68,0,0.33,3,9,0.91,0.09,0.49,105.75,40.97,286.49,11.93,2,0,0,0.3,0.3,0.07,30.41,0.16,0.12,0.63,-0.75,0,50,82,28,51,30–90 days,3,0.0196078431372549,0.058823529411764705,0,3.99,5,7,0,0
Jeffrey,Mosley,"Unit 6365 Box 7827, DPO AA 67432",6814682390,JA613653,1975-04-28,50,0,3181.06,0,Hughes-Vasquez,119.37,9.6,0,0.22,19,6,0.51,0.49,0.72,281.09,273.67,247.69,107.14,3,3,0,0.2,0.28,0.06,68.49,0.08,0.54,0.16,0.38,1,174,54,11,22,>90 days,4,0.005714285714285714,0.022857142857142857,0,8.79,4,17,1,0
Cathy,Kane,"888 Willie Stream Apt. 884, Anntown, MI 51453",239.518.9864,Ve593920,1995-08-30,29,0,3034.71,0,"Hansen, Walker and Bailey",5.95,7.66,0,0.43,10,7,0.41,0.59,0.13,89.46,287.14,286.55,45.52,3,4,3,0.04,0.18,0.05,170.65,0.03,0.76,0.11,0.96,0,22,35,24,8,7–30 days,7,0.043478260869565216,0.30434782608695654,0,19.39,10,56,0,0
Francisco,Ramsey,"24715 Wise Road Suite 028, Port Calvintown, CA 73521",165.153.3160,lj873586,1964-01-30,61,0,2329.88,1,Crosby-Stevens,110.49,2.73,0,0.23,12,7,0.33,0.67,0.35,194.34,113.23,53.07,73.59,3,2,2,0.81,0.38,0.06,36.21,0.05,0.3,0.64,0.2,1,69,23,1,20,30–90 days,10,0.014285714285714285,0.14285714285714285,0,34.96,0,57,1,1
Paul,Miller,"848 Thomas Points Suite 356, Williamsland, DE 59705",615.177.4245x8224,zo498424,1985-04-20,40,1,4090.86,1,Grant-Austin,34.13,5.22,1,0.16,19,3,0.69,0.31,0.35,26.16,186.85,79.83,49.48,1,0,1,0.08,0.15,0.03,17.07,0.18,0.01,0.48,-0.75,0,68,68,52,50,30–90 days,1,0.014492753623188406,0.014492753623188406,0,15.73,9,54,1,0
Andre,Jones,"05815 Christine Harbors, Kyleburgh, ME 47267",+1-290-463-0653x55034,Yv481472,2006-12-28,18,0,3319.52,0,"Blair, Gonzales and Cross",145.28,5.99,0,0.23,8,9,0.37,0.63,0.71,108.26,286.1,224.0,73.7,2,5,2,0.88,0.05,0.01,84.24,0.05,0.74,0.92,-0.15,0,180,89,22,60,>90 days,10,0.0055248618784530384,0.055248618784530384,0,17.44,9,60,0,0
Gregory,Martinez,"5832 Petty Dale, Jessicaburgh, AK 06928",001-339-730-7137x411,Un248943,1997-11-15,27,1,2935.92,1,"Drake, Russell and Mueller",73.78,4.16,1,0.45,6,7,0.43,0.57,0.78,115.34,240.24,282.89,76.67,completed,0,0,0.74,0.81,0.35,71.71,0.01,0.4,0.67,-0.1,0,154,28,1,33,>90 days,8,0.0064516129032258064,0.05161290322580645,0,37.57,5,58,0,0
Michaela,Welch,"163 Christian Ford Apt. 884, Bryanland, WV 75471",001-127-074-2129x938,EY033780,2001-08-01,23,1,4325.43,0,Gonzalez LLC,12.91,7.74,0,0.25,11,0,0.22,0.78,0.87,217.39,287.57,133.86,59.64,completed,1,1,0.9,0.53,0.2,46.14,0.09,0.12,0.21,-1.0,0,134,46,4,23,>90 days,7,0.007407407407407408,0.05185185185185185,0,2.44,5,19,1,1
Heather,Pollard,"9223 Reese Meadows Suite 207, Woodview, MA 12267",+1-224-171-2736,Fc621465,2004-02-01,21,0,3960.3,1,"Barrera, Porter and Brown",70.14,2.38,0,0.42,16,10,0.57,0.43,0.37,198.05,29.85,270.25,18.73,2,1,2,0.33,0.82,0.28,71.46,0.09,0.85,0.34,0.74,0,170,75,52,11,>90 days,7,0.005847953216374269,0.04093567251461988,1,4.86,4,8,0,0
Raven,Moore,"8943 Mike Run, Savannahchester, HI 79696",553.349.0496x8436,qZ068164,1987-10-23,37,1,3537.63,0,"Hobbs, Nguyen and Rocha",68.48,4.87,0,0.18,6,9,0.21,0.79,0.13,103.4,172.33,258.8,81.7,2,4,1,0.44,0.95,0.37,167.5,0.11,0.26,0.05,0.45,0,127,18,21,47,>90 days,2,0.0078125,0.015625,0,6.5,5,20,0,0
Shawn,Miller,"515 Samantha Radial, Lake Mariaport, WV 14663",1519071497,na308949,1993-11-20,31,0,3311.11,1,"Nelson, Allen and Nunez",6.71,6.41,0,0.67,15,0,0.92,0.08,0.71,181.6,65.69,203.34,76.69,2,1,1,0.6,0.49,0.15,60.87,0.1,0.2,0.81,-0.63,0,89,32,50,6,30–90 days,1,0.011111111111111112,0.011111111111111112,0,4.71,6,28,1,0
Lisa,Parker,"960 Scott Station Apt. 288, Port Betty, MI 21077",582.472.8826x617,Hj615711,1963-02-19,62,1,4923.45,1,"Harris, Williams and Delgado",25.6,3.49,0,0.37,13,5,0.33,0.67,0.69,20.65,147.68,107.53,110.86,3,0,3,0.01,0.55,0.22,87.82,0.02,0.97,0.52,0.23,0,41,57,4,51,30–90 days,1,0.023809523809523808,0.023809523809523808,1,12.21,0,20,1,0
Paul,James,"92119 Sydney Crest Suite 002, Port Donna, WY 62958",001-732-598-9444x6390,bu149259,1968-08-18,56,0,295.61,1,Evans Group,29.36,1.96,1,0.21,6,6,0.06,0.94,0.56,44.57,20.57,25.3,100.93,1,5,0,0.12,0.05,0.01,152.07,0.05,0.42,0.04,-0.1,0,86,76,39,57,30–90 days,8,0.011494252873563218,0.09195402298850575,0,29.09,6,60,0,0
Adrian,Patton,"334 Douglas Parkways Suite 236, Vanessaberg, GA 95318",128.479.7336x756,eD781334,1993-02-03,32,1,1148.16,0,"Jimenez, Kim and Armstrong",86.9,1.96,0,0.33,2,1,0.87,0.13,0.58,213.25,92.71,192.92,57.4,2,1,1,0.48,0.76,0.16,57.93,0.18,0.06,0.49,0.83,1,178,70,46,59,>90 days,9,0.00558659217877095,0.05027932960893855,1,30.71,10,18,1,1
Joseph,Cohen,"9756 Sanchez Street, Heatherchester, MI 25317",(895)400-5684,ky092275,2005-12-06,19,0,1384.11,1,Lewis Inc,62.53,8.67,0,0.13,19,8,0.38,0.62,0.58,33.12,208.1,280.44,71.2,3,1,0,0.13,0.58,0.24,73.75,0.18,0.65,0.9,0.25,1,0,54,5,18,<7 days,10,1.0,10.0,1,7.0,3,6,0,1
Jeffrey,Cordova,"7032 Robert Underpass, East Angela, IA 35365",(781)541-1517x09767,Tt482577,1980-03-04,45,1,2008.3,0,Mann Inc,29.28,7.84,0,0.17,16,1,0.23,0.77,0.59,21.7,104.59,145.88,22.02,2,3,3,0.98,0.21,0.03,37.43,0.15,0.43,0.57,-0.96,1,169,33,5,41,>90 days,9,0.0058823529411764705,0.052941176470588235,1,2.2,2,23,1,0
Brian,Willis,"592 Rodney Vista Suite 099, Annetteburgh, LA 00632",007.294.1668,vI655601,1970-10-17,54,1,4311.17,0,Weaver Group,41.81,1.78,0,0.18,9,7,0.94,0.06,0.7,282.99,206.22,115.39,112.89,3,2,1,0.28,0.33,0.13,137.99,0.19,0.2,0.8,0.48,1,144,7,9,48,>90 days,2,0.006896551724137931,0.013793103448275862,0,3.66,10,22,1,0
Sean,Bernard,"45762 Sanchez Forks, East Vincentmouth, NY 49956",+1-733-681-1681,Mf763983,1977-10-18,47,0,1499.78,0,"Hawkins, Hughes and David",25.5,9.85,0,0.51,13,8,0.18,0.82,0.86,73.44,104.6,229.3,50.28,3,4,3,0.61,0.44,0.17,41.87,0.01,0.3,0.47,-0.66,0,121,38,5,25,>90 days,1,0.00819672131147541,0.00819672131147541,0,18.06,1,60,1,1
Jamie,Benson,"1831 Romero Park Suite 566, East Robert, SD 94629",883-692-0228x846,Vo484005,1963-09-08,61,0,2392.35,0,Smith-Smith,44.87,8.96,0,0.41,7,2,0.41,0.59,0.5,12.13,210.6,201.79,9.42,completed,3,0,0.37,0.98,0.26,90.85,0.18,0.72,0.58,0.6,1,51,80,9,53,30–90 days,10,0.019230769230769232,0.19230769230769232,1,43.29,5,58,0,1
Stacey,Flores,"56033 Rachel Center, Justinland, HI 16037",032.335.3023,Oz268321,2001-09-22,23,1,1481.09,1,"Morton, Montes and Porter",1.65,9.7,0,0.16,9,8,0.88,0.12,0.26,249.67,171.73,25.84,116.76,3,0,3,0.51,0.29,0.08,154.56,0.06,0.19,0.13,-0.4,0,106,19,9,36,>90 days,10,0.009345794392523364,0.09345794392523364,0,39.11,1,36,0,0
Amber,Gardner,"36456 Cole Mountains, North Robert, SC 39172",+1-977-530-3419x5854,hZ790253,1966-11-30,58,1,1457.2,1,Zavala Group,44.03,3.99,1,0.09,9,6,0.71,0.29,0.89,24.55,38.04,218.93,37.41,3,4,3,0.18,0.04,0.0,139.63,0.03,0.47,0.61,-0.14,0,44,35,25,9,30–90 days,10,0.022222222222222223,0.2222222222222222,1,1.84,0,25,1,0
David,Conley,"8664 Jones Mountain Apt. 383, North Susan, PA 53502",068.496.5485x38528,dN602446,1986-02-08,39,0,3395.8,1,Nguyen-Evans,60.92,5.82,0,0.43,9,5,0.62,0.38,0.84,289.0,157.6,141.32,37.05,completed,2,2,0.96,0.14,0.05,51.58,0.06,0.4,1.0,-0.89,1,71,62,54,44,30–90 days,2,0.013888888888888888,0.027777777777777776,0,29.14,2,19,1,0
Anthony,Parker,"1032 Deborah Path, Port Karen, DE 78763",9076422294,oQ856910,2003-04-10,22,1,3494.06,1,Davis-Vance,0.91,3.85,0,0.21,14,9,0.01,0.99,0.75,285.03,36.48,56.82,115.49,completed,1,3,0.54,0.01,0.0,81.54,0.14,0.73,1.0,-0.42,0,104,62,48,33,>90 days,6,0.009523809523809525,0.05714285714285714,0,27.14,8,50,0,1
Samantha,Manning,"858 Kelly Junctions Suite 965, Brownmouth, MT 90626",(073)313-4964,XH939647,1961-02-14,64,1,608.04,0,Orr Inc,90.37,9.8,1,0.62,17,9,0.69,0.31,0.51,297.18,187.29,117.58,93.8,completed,1,1,0.17,0.38,0.09,78.29,0.16,0.48,0.79,0.15,0,14,31,2,29,7–30 days,1,0.06666666666666667,0.06666666666666667,1,17.43,3,17,1,0
Amy,Wolf,"3044 Mays Estates, Lake Andrew, MD 06143",001-117-157-4804x34819,nN816810,2002-05-21,22,1,2410.11,0,"Orr, Hill and Vang",82.24,5.54,0,0.26,1,3,0.72,0.28,0.4,36.81,142.79,124.4,104.71,2,3,3,0.24,0.97,0.47,45.33,0.07,0.9,0.97,-0.11,0,121,75,35,22,>90 days,6,0.00819672131147541,0.04918032786885246,0,16.39,4,47,0,1
Megan,Hatfield,"388 Farrell Land, Port Rhonda, NC 38718",(462)482-5588x859,gN769861,1991-07-12,33,1,3198.79,0,Hamilton-Harrison,170.0,7.63,0,0.5,6,9,0.49,0.51,0.36,65.75,99.75,292.72,52.28,1,1,1,0.44,0.58,0.29,44.25,0.14,0.72,0.61,-0.82,0,68,83,26,32,30–90 days,1,0.014492753623188406,0.014492753623188406,0,34.01,7,58,0,0
Justin,Norton,"9698 Virginia Junction Apt. 454, South Jeff, AK 02399",236-449-9386x101,Jq119406,1987-08-03,37,0,1778.92,0,Martinez PLC,55.83,2.9,1,0.18,9,9,0.13,0.87,0.86,31.07,67.74,110.87,76.33,2,5,2,0.54,0.13,0.03,43.74,0.04,0.41,0.7,-0.57,1,96,44,29,16,>90 days,4,0.010309278350515464,0.041237113402061855,1,18.65,4,43,1,0
Christine,Green,"28619 Hess Overpass, Joneschester, DC 64552",(799)638-0814,tP974832,2004-09-29,20,0,4205.1,1,Crawford Ltd,62.26,8.2,0,0.38,18,10,0.78,0.22,0.79,255.01,114.31,209.3,40.98,2,2,0,0.06,0.7,0.07,74.24,0.07,0.69,0.77,-0.39,1,16,43,17,40,7–30 days,6,0.058823529411764705,0.35294117647058826,1,40.68,4,41,1,1
Kayla,Cook,"995 Chavez Junctions Suite 566, Briannaview, KY 80729",643.426.7116x18834,dR460311,1995-02-22,30,0,2107.17,0,Morgan Group,34.05,7.24,1,0.03,20,6,0.16,0.84,0.7,174.8,89.65,147.59,43.38,2,5,1,0.58,0.89,0.29,114.08,0.1,0.05,0.23,-0.02,0,167,63,18,16,>90 days,7,0.005952380952380952,0.041666666666666664,1,15.86,6,47,0,0
Christine,Cooper,"Unit 6073 Box 9078, DPO AA 72495",+1-597-111-8706x147,SV225110,2005-06-02,19,0,4604.09,1,"Gonzalez, Fox and Martinez",50.68,3.32,0,0.12,8,10,0.81,0.19,0.71,43.05,196.73,251.95,71.4,3,5,2,0.65,0.46,0.14,7.15,0.13,0.08,0.44,-0.41,1,43,84,56,35,30–90 days,3,0.022727272727272728,0.06818181818181818,1,27.5,1,30,0,0
Raymond,Harris,"214 Moss Canyon, Lydiatown, GA 14658",+1-542-209-3021x8046,uL374413,1981-11-06,43,0,3317.91,1,Roberts-Ruiz,67.31,2.47,0,0.15,3,3,0.11,0.89,0.62,261.72,250.17,191.56,13.66,2,1,2,0.11,0.05,0.01,25.28,0.05,0.39,0.94,0.22,1,84,47,16,37,30–90 days,5,0.011764705882352941,0.058823529411764705,1,41.83,1,30,0,0
Nancy,Haynes,"503 Holly Tunnel Suite 676, Sandovalview, DE 49949",+1-824-123-9113x96322,zK904152,1982-05-20,43,0,4053.92,1,Kline PLC,29.53,3.48,0,0.28,7,8,0.7,0.3,0.68,252.55,292.59,292.92,12.51,completed,5,3,0.82,0.65,0.23,23.97,0.13,0.98,0.91,-0.12,1,105,6,55,54,>90 days,3,0.009433962264150943,0.02830188679245283,0,2.48,3,21,1,0
Phillip,Jones,"Unit 6202 Box 2300, DPO AA 54374",(518)819-8764x5714,hK584719,1961-06-28,63,1,2835.44,0,Moreno-Bailey,104.69,5.13,0,0.15,11,2,0.31,0.69,0.52,29.16,292.04,114.42,59.95,completed,3,2,0.36,0.68,0.25,129.04,0.05,0.32,0.13,0.31,0,80,81,3,0,30–90 days,8,0.012345679012345678,0.09876543209876543,1,2.47,3,48,0,0
Franklin,Ford,"396 Patrick Valleys Suite 689, Shawnview, MS 92746",385-704-3400,Jw539283,1982-07-11,42,0,2943.87,1,"Robinson, Garcia and May",99.67,5.04,0,0.22,3,2,0.42,0.58,0.77,264.36,80.52,169.67,27.14,3,5,3,0.1,0.91,0.39,137.05,0.01,0.84,0.44,-0.32,1,109,61,24,0,>90 days,1,0.00909090909090909,0.00909090909090909,0,27.55,5,60,0,0
Kimberly,Montgomery,"024 Davila Alley Suite 332, Curryside, PA 08293",4978073528,LF051426,1996-03-27,29,0,3529.31,0,Bean-Thomas,58.17,2.68,0,0.21,1,10,0.02,0.98,0.14,176.1,247.65,104.75,45.21,1,1,2,0.6,0.27,0.03,132.61,0.13,0.58,0.74,0.35,1,33,13,24,32,30–90 days,10,0.029411764705882353,0.29411764705882354,1,10.69,2,4,0,1
Brittney,Hayes,"1654 Strong Cove, Turnerburgh, MN 50209",855-644-5368x7691,JQ335593,1964-06-20,60,1,2374.12,1,"Jimenez, Leach and Cox",23.32,7.09,1,0.33,17,9,0.81,0.19,0.56,189.3,236.62,213.95,100.96,2,3,1,0.06,0.75,0.33,52.22,0.13,0.31,0.96,-0.93,1,125,45,48,12,>90 days,3,0.007936507936507936,0.023809523809523808,1,29.2,0,14,0,0
Loretta,King,"521 Vincent Tunnel, Lake Luis, HI 26771",001-193-227-2277x78812,Df024459,1964-06-23,60,0,3465.77,0,Mccarthy Inc,72.99,3.12,0,0.18,1,9,0.5,0.5,0.83,52.52,197.32,77.53,23.03,1,0,2,0.68,0.59,0.24,56.39,0.09,0.41,0.98,-0.42,0,96,81,16,49,>90 days,9,0.010309278350515464,0.09278350515463918,0,15.09,9,3,0,0
Joshua,Bradley,"11275 Michelle Prairie Suite 861, Lake Oliviaton, NV 58784",001-116-297-4387x67145,ag881984,2000-07-26,24,0,2626.57,0,Jenkins Inc,91.74,9.24,0,0.39,4,6,0.97,0.03,0.46,284.26,206.28,97.46,26.65,3,3,0,0.3,0.09,0.01,19.73,0.08,0.8,0.14,-0.74,1,121,89,9,13,>90 days,1,0.00819672131147541,0.00819672131147541,1,32.35,6,42,0,0
Cassandra,Wallace,"53119 Patel Views Suite 008, West Kathryn, NV 36520",493.462.0693,VA400838,1966-03-12,59,1,2512.29,0,"Skinner, Richardson and Clark",104.22,5.84,0,0.28,14,1,0.46,0.54,0.81,175.15,251.39,297.57,23.82,completed,2,0,0.69,0.67,0.33,177.42,0.14,0.24,0.8,-0.79,0,127,25,38,12,>90 days,5,0.0078125,0.0390625,0,39.14,5,45,1,1
Katelyn,Williams,"9903 Lawrence Ports, West Lucasfort, HI 56537",2187710239,kM600738,1991-05-05,34,0,2781.13,1,"Schultz, Hawkins and Mitchell",85.93,4.87,0,0.52,7,7,0.17,0.83,0.8,223.86,83.32,29.51,35.82,2,1,0,0.91,0.63,0.24,47.03,0.14,0.03,0.38,0.25,0,171,11,58,7,>90 days,10,0.005813953488372093,0.05813953488372093,1,7.73,2,60,0,0
Janice,Walsh,"909 Taylor Junction Suite 988, East Adam, RI 07955",352-869-1761x942,Ch402167,1987-02-02,38,0,2462.35,0,Garza PLC,79.92,4.65,0,0.19,9,10,0.21,0.79,0.31,202.23,289.98,275.59,62.83,1,3,2,0.8,0.14,0.07,173.62,0.03,0.3,0.1,-0.46,1,118,6,6,52,>90 days,3,0.008403361344537815,0.025210084033613446,0,40.89,4,23,1,0
Alicia,Peterson,"633 Long Lake Suite 188, Nicholeberg, TX 42810",+1-585-831-0688x524,QR213833,1981-10-21,43,0,2250.64,0,Dawson Ltd,41.9,9.83,0,0.25,2,0,0.12,0.88,0.56,279.34,154.06,254.45,56.28,1,5,1,0.71,0.73,0.12,65.66,0.13,0.07,0.36,0.07,1,91,56,39,17,>90 days,2,0.010869565217391304,0.021739130434782608,1,49.81,5,11,0,0
Mark,Vega,"0438 Bradford Stream, Bowmanburgh, AK 36790",838-532-8629x8576,dm681698,1965-10-27,59,1,2827.86,1,"Jones, Smith and Watkins",122.3,8.17,0,0.14,13,7,0.42,0.58,0.22,37.13,14.83,263.32,32.19,3,5,1,0.21,0.74,0.17,91.58,0.03,0.96,0.85,0.73,0,33,89,46,3,30–90 days,3,0.029411764705882353,0.08823529411764706,0,20.64,6,58,1,0
Anthony,Salinas,"104 Peggy Harbor Apt. 801, North Leahtown, NM 02993",+1-765-006-2032x96376,oq967562,1993-10-03,31,1,1522.99,0,Wagner Ltd,31.19,1.18,0,0.35,20,6,0.72,0.28,0.45,222.34,77.58,245.81,72.67,2,4,0,0.21,0.24,0.08,149.56,0.08,0.26,0.87,0.34,0,123,62,7,56,>90 days,7,0.008064516129032258,0.056451612903225805,1,22.68,0,4,1,0
Bryan,Rivera,"4680 Peter Rapid, East Stacy, OK 95472",(589)479-0526x3443,pi772266,1997-10-05,27,0,3008.76,0,Brown-Peterson,12.29,4.23,1,0.31,11,8,0.45,0.55,0.67,180.01,152.79,65.77,58.35,completed,3,1,0.25,0.91,0.21,171.46,0.11,0.63,0.54,-0.74,1,88,84,43,41,30–90 days,7,0.011235955056179775,0.07865168539325842,0,19.1,8,57,0,1
Rachel,Martinez,"1948 Williams Village Apt. 099, Ericksonfurt, IL 61433",+1-576-329-6097x5137,fn036596,1960-09-20,64,0,3246.08,1,Gomez Inc,24.92,8.0,0,0.33,16,2,0.42,0.58,0.51,34.42,295.53,203.26,37.82,completed,3,2,0.59,0.11,0.05,32.29,0.13,0.25,0.72,0.55,0,84,35,3,32,30–90 days,4,0.011764705882352941,0.047058823529411764,1,33.83,6,52,0,1
Jessica,Bowman,"08556 Cannon Isle Apt. 287, New Christopher, WV 59899",001-421-047-7416x4082,xD222987,1972-06-19,52,1,3861.44,1,Pennington Ltd,60.38,3.98,0,0.29,3,7,0.28,0.72,0.43,77.95,15.7,265.02,116.05,3,2,0,0.34,0.34,0.03,122.76,0.17,0.15,0.16,0.58,1,167,2,6,25,>90 days,7,0.005952380952380952,0.041666666666666664,0,31.01,8,35,0,0
Sabrina,Garcia,"31431 Leslie Pines, Hicksshire, NC 10349",808-947-5532,yq577028,2006-10-02,18,1,3126.31,0,"Oconnor, Castillo and Sellers",33.94,4.32,0,0.13,15,5,0.77,0.23,0.49,270.28,273.25,35.35,112.7,2,0,1,0.83,0.79,0.14,145.12,0.17,0.29,0.95,-0.9,1,84,71,49,39,30–90 days,10,0.011764705882352941,0.11764705882352941,1,7.92,10,23,1,1
Scott,Bell,"07169 Adams Expressway, Lake Tina, FL 62533",001-565-392-6783x8577,ne322804,1986-05-17,39,0,5388.37,0,"Hernandez, Brown and Fisher",111.32,1.15,1,0.29,11,5,0.82,0.18,0.11,167.18,143.27,154.7,13.3,2,4,2,0.68,0.5,0.2,87.87,0.03,0.65,0.17,0.74,0,11,21,31,8,7–30 days,7,0.08333333333333333,0.5833333333333334,0,30.85,4,39,0,1
Ricky,Davis,"505 Deleon Fort Suite 752, Dennisview, NH 82937",108-978-1401x0734,Nd937873,1979-11-28,45,1,2209.12,0,"Ruiz, Barrett and Rhodes",51.33,3.28,1,0.15,15,3,0.42,0.58,0.78,258.28,38.78,36.31,35.21,2,0,3,0.87,0.13,0.05,19.11,0.12,0.36,0.79,-0.53,0,162,86,37,7,>90 days,8,0.006134969325153374,0.049079754601226995,1,32.14,10,37,0,0
Brian,Scott,"PSC 5920, Box 7877, APO AP 09789",1780223271,zC819365,1993-06-01,31,0,5027.74,0,Coleman PLC,86.77,2.14,1,0.14,18,6,0.7,0.3,0.71,40.68,156.78,246.24,112.66,3,4,1,0.51,0.95,0.3,71.56,0.17,0.49,0.47,-0.02,0,32,13,24,42,30–90 days,10,0.030303030303030304,0.30303030303030304,1,42.42,8,56,1,1
Matthew,Dean,"1398 Toni Landing Apt. 419, Ryanshire, ND 70059",357-832-4082,QE119129,1975-08-02,49,0,1970.83,1,"Greer, Martin and French",37.98,5.43,0,0.45,13,5,0.11,0.89,0.29,285.29,98.48,58.97,57.98,2,3,1,0.31,0.04,0.01,98.4,0.11,0.36,0.45,0.93,0,105,77,44,56,>90 days,9,0.009433962264150943,0.08490566037735849,1,19.18,8,55,1,0
Michael,Garcia,"9212 Wilson Burgs, Martinfort, ID 19814",(875)451-7952x15150,ku758563,1996-02-22,29,0,4454.66,0,"Miller, Orr and Flores",23.53,7.84,0,0.15,7,9,0.34,0.66,0.55,69.44,225.18,25.16,103.04,2,5,2,0.2,0.87,0.21,130.36,0.06,0.91,0.13,-0.64,0,166,22,32,34,>90 days,6,0.005988023952095809,0.03592814371257485,0,24.9,5,35,1,1
Susan,Chavez,"456 Jeremiah Vista, West Amy, AL 08636",4422303734,Cp800050,1959-06-16,65,1,2663.66,1,Graves Ltd,81.24,3.43,0,0.27,14,0,0.0,1.0,0.9,242.66,238.15,157.82,39.51,completed,0,3,0.15,0.28,0.07,136.38,0.11,0.08,0.02,-0.8,0,13,85,3,12,7–30 days,5,0.07142857142857142,0.35714285714285715,0,20.82,4,43,1,1
Sarah,Huffman,"23275 Jennifer Harbor, Port Jessicatown, NE 23247",326.788.5285x7110,Gf886650,1989-12-23,35,0,3145.32,1,Sutton and Sons,57.59,5.2,0,0.32,7,8,0.51,0.49,0.49,191.28,284.39,178.13,67.12,completed,2,3,0.05,0.06,0.01,6.81,0.15,0.72,0.14,0.67,0,157,86,47,35,>90 days,4,0.006329113924050633,0.02531645569620253,1,8.16,3,32,1,0
Christopher,Medina,"852 Anthony Pine Suite 293, Kleinton, MA 39985",7806142882,Bw002299,1963-11-24,61,0,3392.96,1,Barker-Brown,19.43,3.29,0,0.18,13,6,0.51,0.49,0.52,172.86,59.54,67.33,41.66,2,4,0,0.59,0.21,0.03,174.65,0.0,0.8,0.79,-0.41,0,64,25,39,55,30–90 days,8,0.015384615384615385,0.12307692307692308,0,7.21,10,45,1,0
Brian,Johnson,"0296 Weeks Underpass Suite 773, West Kendraberg, NE 45389",743.980.7489x890,Ne626880,1979-02-07,46,0,3150.91,0,Jones-Davis,69.3,8.04,1,0.18,10,7,0.21,0.79,0.16,213.95,126.73,276.81,79.78,1,5,0,0.09,0.95,0.19,61.36,0.08,0.05,0.5,-0.75,0,44,65,7,24,30–90 days,1,0.022222222222222223,0.022222222222222223,1,20.35,4,35,1,1
Catherine,Barrera,"78135 Ryan Garden Apt. 672, Cindytown, LA 19555",119-379-6518x23347,Nt422321,1976-04-13,49,1,2373.71,0,Riley-Davis,112.96,2.38,0,0.15,11,7,0.19,0.81,0.39,40.68,192.18,45.2,118.38,1,0,1,0.78,0.39,0.13,164.13,0.11,0.17,0.38,0.69,1,152,6,49,59,>90 days,10,0.006535947712418301,0.06535947712418301,1,32.39,7,50,1,1
Ronald,Waller,"91633 Frank Light Suite 220, Powellshire, GA 69461",(847)202-6386,DC614536,2006-05-30,18,1,2555.05,0,Park-Huang,93.03,9.28,0,0.24,6,8,0.17,0.83,0.74,218.83,34.98,144.5,25.01,completed,4,1,0.34,0.02,0.01,99.43,0.12,0.66,0.84,-0.57,1,139,68,25,5,>90 days,6,0.007142857142857143,0.04285714285714286,0,6.46,3,42,1,1
Nicole,Wade,"3150 Sherry Mews, North Austinchester, AK 87007",314-903-3431,UT378100,1998-10-29,26,1,3809.96,0,"Miles, Mendez and Gibbs",43.21,8.58,0,0.32,20,8,0.35,0.65,0.84,29.03,169.33,181.35,80.06,3,4,0,0.26,0.36,0.16,35.89,0.17,0.56,0.76,0.43,0,171,44,28,15,>90 days,10,0.005813953488372093,0.05813953488372093,0,10.77,0,43,1,1
Jennifer,Hatfield,"19869 Goodwin Garden, West Frankview, NE 68864",764.613.4862x168,il080842,1979-12-02,45,0,2405.88,1,Hutchinson-Daniel,103.24,9.7,0,0.25,9,8,0.87,0.13,0.81,111.55,34.14,220.12,40.82,2,0,2,0.78,0.44,0.13,140.25,0.08,0.44,0.38,-0.27,1,124,5,18,57,>90 days,4,0.008,0.032,1,26.53,8,5,0,1
Amanda,Bowers,"1468 Harris Port, Burnsville, PA 65921",(766)852-4579x75776,Ya978038,1995-01-01,30,0,2871.97,0,Doyle LLC,32.71,7.04,0,0.42,7,10,0.65,0.35,0.12,189.25,157.76,168.27,46.33,1,5,3,0.08,0.19,0.09,74.16,0.09,0.05,0.04,0.43,0,52,68,53,44,30–90 days,7,0.018867924528301886,0.1320754716981132,0,27.14,10,9,0,0
